DIAMD_NO	STOCK_NO	PARENT_ITEM_NO_ALT	BOUNCE_USE_ITEM	FULL_TITLE	MAIN_DESC	VARIANT_DESC	SERIES_CODE	ISSUE_NO	ISSUE_SEQ_NO	VOLUME_TAG	MAX_ISSUE	PRICE	PUBLISHER	UPC_NO	SHORT_ISBN_NO	EAN_NO	CARDS_PER_PACK	PACK_PER_BOX	BOX_PER_CASE	DISCOUNT_CODE	INCREMENT	PRNT_DATE	FOC_VENDOR	SHIP_DATE	SRP	CATEGORY	GENRE	BRAND_CODE	MATURE	ADULT	OA	CAUT1	CAUT2	CAUT3	RESOL	NOTE_PRICE	ORDER_FORM_NOTES	PAGE	WRITER	ARTIST	COVER_ARTIST
AUG121042	STK474873			WARLORD OF MARS DEJAH THORIS #20 10 COPY RENAUD RED INCV (Ne	WARLORD OF MARS DEJAH THORIS	10 COPY RENAUD RED INCV	128519	20	1			0	D. E.	72513018405402021			0	0	0	J	10	8/31/2012	N	10/24/2012	0	1	FA	XX	Y	N	N	0	0	0	N	N	(NOTE: For every 10 Dejah #20 ordered/received, retailers may order 1 free Renaud Martian Red variant.)	293	Napton, Robert Place	Rafael, Carlos	Renaud, Paul
AUG121043	STK474874			WARLORD OF MARS DEJAH THORIS #20 25 COPY RISQUE INCV (Net) (	WARLORD OF MARS DEJAH THORIS	25 COPY RISQUE INCV	128519	20	2			0	D. E.	72513018405402031			0	0	0	J	10	8/31/2012	N	10/24/2012	0	1	FA	XX	Y	N	N	0	0	0	N	N	(NOTE: For every 25 Dejah #20 ordered/received, retailers may order 1 free Risque variant.)	293	Napton, Robert Place	Rafael, Carlos	Neves, Fabiano
AUG121044	STK474836			LORD OF THE JUNGLE #11 (MR)	LORD OF THE JUNGLE		129706	11	0			3.99	D. E.	72513018393401111			0	0	0	E	10	8/31/2012	N	10/24/2012	3.99	1	SF	XX	Y	N	N	0	0	0	N	N		293	Nelson, Arvid	Castro, Roberto	Parillo, Lucio
AUG121045	STK474868			VOLTRON #10	VOLTRON		129705	10	0			3.99	D. E.	72513018392701011			0	0	0	E	10	8/31/2012	N	10/24/2012	3.99	1	SF	XX	N	N	N	0	0	0	N	N		293	Thomas, Brandon	Harris, N. Steven	Chen, Sean
AUG121046	STK474849			RED SONJA #73	RED SONJA		15885	73	0			3.99	D. E.	72513018415307311			0	0	0	E	10	8/31/2012	N	10/17/2012	3.99	1	FA	XX	N	N	N	0	0	0	N	N		294	Trautmann, Eric	Salazar, Edgar	Geovanni, Walter
AUG121047	STK462796	MAR121001		RED SONJA TP VOL 10 MACHINES OF EMPIRE (MAR121001) (C: 0-1-2	RED SONJA TP	MACHINES OF EMPIRE	21825	10	0	VOL		19.99	D. E.	 	1606903160	978160690316251999	0	0	0	E	6	7/5/2012	N	9/26/2012	19.99	3	FA	MV	N	N	N	0	1	2	N	N		294	Trautmann, Eric	Salonga, Noah	Renaud, Paul
AUG121048	STK474850			RED SONJA ATLANTIS RISES #3	RED SONJA ATLANTIS RISES		130503	3	0			3.99	D. E.	72513019528900311			0	0	0	E	10	8/31/2012	N	10/17/2012	3.99	1	FA	XX	N	N	N	0	0	0	N	N		294	Lieberman, Luke	Dunbar, Max	Parrillo, Lucio
AUG121049	STK474851			ROBERT JORDAN WHEEL OF TIME EYE O/T WORLD #30	ROBERT JORDAN WHEEL OF TIME EYE O/T WORLD		125523	30	0			3.99	D. E.	72513018417703011			0	0	0	E	10	8/31/2012	N	10/17/2012	3.99	1	FA	XX	N	N	N	0	0	0	N	N		294	Jordan, Robert	Nuguit, Francis	Moore, Adam
AUG121050	STK474885			ART OF HOWARD CHAYKIN HC SIGNED ED (MR) (C: 0-1-2)	ART OF HOWARD CHAYKIN HC SIGNED ED		0		0			69.99	D. E.	 	1606903551	978160690355156999	0	0	0	E	4	8/31/2012	N	10/24/2012	69.99	4	XX	XX	Y	N	N	0	1	2	N	N		294	Greenberger, Robert	Chaykin, Howard	Chaykin, Howard
AUG121051	STK287104	JUL090800		HOWARD CHAYKIN POWER & GLORY TP (JUL090800)	HOWARD CHAYKIN POWER & GLORY TP		0		0			19.99	D. E.	 	1933305061	978193330506651999	0	0	0	E	6	7/5/2012	N	9/26/2012	19.99	3	SH	XX	N	N	N	0	0	0	N	N		294	Chaykin, Howard	Chaykin, Howard	Chaykin, Howard
AUG121052	STK474856			THE LONE RANGER #10	THE LONE RANGER		129784	10	0			3.99	D. E.	72513018606501011			0	0	0	E	10	8/31/2012	N	10/17/2012	3.99	1	WS	XX	N	N	N	0	0	0	N	N		295	Parks, Ande	Polls, Esteve	Francavilla, Francesco
AUG121053	STK474857			THE LONE RANGER SNAKE OF IRON #4	THE LONE RANGER SNAKE OF IRON		130413	4	0			3.99	D. E.	72513019396400411			0	0	0	E	10	8/31/2012	N	10/24/2012	3.99	1	WS	XX	N	N	N	0	0	0	N	N		295	Dixon, Chuck	Polls, Esteve	Calero, Dennis
AUG121054	STK474858			THE LONE RANGER SNAKE OF IRON #4 10 COPY CALERO B&W INCV (Ne	THE LONE RANGER SNAKE OF IRON	10 COPY CALERO B&W INCV	130413	4	1			0	D. E.	72513019396400421			0	0	0	J	10	8/31/2012	N	10/24/2012	0	1	WS	XX	N	N	N	0	0	0	N	N	(NOTE: For every 10 The Lone Ranger Snake of Iron #4 ordered/received, retailers may order one free Calero B&W incentive.)	295	Dixon, Chuck	Polls, Esteve	Calero, Dennis
AUG121055	STK474821			ARMY OF DARKNESS ONGOING #9	ARMY OF DARKNESS ONGOING		129863	9	0			3.99	D. E.	72513018676800911			0	0	0	E	10	8/31/2012	N	10/17/2012	3.99	1	HO	XX	N	N	N	0	0	0	N	N		295	Serrano, Elliot	Smith, Dietrich	Leister, Daniel
AUG121056	STK403298	DEC090809		ARMY OF DARKNESS OMNIBUS TP VOL 01 (DEC090809)	ARMY OF DARKNESS OMNIBUS TP		126451	1	0	VOL		29.99	D. E.	 	1606901001	978160690100752999	0	0	0	E	5	7/5/2012	N	9/19/2012	29.99	3	HO	MV	N	N	N	0	0	0	N	N		295	Raimi, Sam	Bolton, John	John Bolton
AUG121057	STK459210	OCT118032		ARMY OF DARKNESS OMNIBUS TP VOL 02 (OCT118032) (C: 0-1-2)	ARMY OF DARKNESS OMNIBUS TP		126451	2	0	VOL		29.99	D. E.	 	1606902741	978160690274552999	0	0	0	E	5	7/5/2012	N	9/26/2012	29.99	3	HO	MV	N	N	N	0	1	2	N	N		295	Kuhoric, James	Sharpe, Kevin	Suydam, Arthur
AUG121058	STK413434	MAY100963		ARMY OF DARKNESS LEAGUE OF LIGHT TP (MAY100963)	ARMY OF DARKNESS LEAGUE OF LIGHT TP		0		0			24.99	D. E.	 	1606901273	978160690127452499	0	0	0	E	7	7/5/2012	N	9/19/2012	24.99	3	HO	XX	N	N	N	0	0	0	N	N		295	Raicht, Mike	Cohn, Scott	Cohn, Scott
AUG121059	STK383380	NOV083955		ARMY OF DARKNESS XENA TP VOL 01 (NOV083955)	ARMY OF DARKNESS XENA TP		125070	1	0	VOL		16.99	D. E.	 	1606900080	978160690008651699	0	0	0	E	6	7/5/2012	N	9/26/2012	16.99	3	FA	MV	N	N	N	0	0	0	N	N		295	Jerwa, Brandon	Montenegro, Miguel	Neves, Fabiano
AUG121060	STK332252	SEP073533		ARMY OF DARKNESS TP VOL 05 ASH VS THE MONSTERS REG ED (C: 0-	ARMY OF DARKNESS TP	ASH VS THE MONSTERS REG ED	15781	5	0	VOL		19.99	D. E.	 	193330541X	978193330541751999	0	0	0	E	6	7/5/2012	N	9/19/2012	19.99	3	HO	MV	N	N	N	0	1	2	N	N		295	Kuhoric, James	Sharpe, Kevin	Bradshaw, Nick
AUG121061	STK395696	AUG090819		ARMY OF DARKNESS TP VOL 09 HELLBILLIES & DEADNECKS (AUG09081	ARMY OF DARKNESS TP	HELLBILLIES & DEADNECKS	15781	9	0	VOL		16.99	D. E.	 	1606900765	978160690076551699	0	0	0	E	7	7/5/2012	N	9/26/2012	16.99	3	HO	MV	N	N	N	0	0	0	N	N		295	Kuhoric, James	Cohn, Scott	Sejic, Stjepan
AUG121062	STK470934			SILVER SCORPION TP (C: 0-1-2)	SILVER SCORPION TP		0		0			19.99	D. E.	 	1606903543	9781606903544	0	0	0	E	6	8/31/2012	N	10/24/2012	19.99	3	XX	XX	N	N	N	0	1	2	N	N		295	Marz, Ron	Singh, Mukesh	Singh, Mukesh
AUG121063	STK423088	JUL100958		DIANA GABALDON OUTLANDER GN VOL 01 EXILE (JUL100958)	DIANA GABALDON OUTLANDER GN	EXILE	127732	1	0	VOL		25	DEL REY	 	0345505387	978034550538552500	0	0	0	F	10	7/5/2012	N	9/26/2012	25	3	FA	XX	N	N	Y	0	0	0	N	N		296	Gabaldon, Diana	Nguyen, Hoang	Nguyen, Hoang
AUG121064	STK473743			KIM HARRISON HOLLOWS GN VOL 02 BLOOD CRIME (C: 0-1-1)	KIM HARRISON HOLLOWS GN	BLOOD CRIME	129046	2	0	VOL		25	DEL REY	 	0345521021	978034552102652500	0	0	0	F	10	8/31/2012	N	10/31/2012	25	3	FA	XX	N	N	N	0	1	1	N	N		296	Harrison, Kim	Magno, Gemma	Magno, Gemma
AUG121065	STK443346	MAY111044		KIM HARRISON HOLLOWS GN VOL 01 BLOOD WORK (MAY111044)	KIM HARRISON HOLLOWS GN	BLOOD WORK	129046	1	0	VOL		23	DEL REY	 	0345521013	978034552101952300	0	0	0	F	10	7/5/2012	N	9/26/2012	23	3	HO	XX	N	N	Y	0	0	0	N	N		296	Harrison, Kim	Maia, Pedro	Maia, Pedro
AUG121066	STK365232	MAR083618		DEAN KOONTZ IN ODD WE TRUST GN (O/A)	DEAN KOONTZ IN ODD WE TRUST GN		0		0			10.95	DEL REY	 	0345499662	978034549966051095	0	0	0	F	10	8/31/2012	N	9/19/2012	10.95	3	HO	MA	N	N	Y	0	0	0	N	N		296	Chan, Queenie	Chan, Queenie	Chan, Queenie
AUG121067	STK423059	JUL100959		DEAN KOONTZ ODD IS ON OUR SIDE GN (JUL100959)	DEAN KOONTZ ODD IS ON OUR SIDE GN		0		0			10.99	DEL REY	 	0345515609	978034551560551099	0	0	0	F	10	7/5/2012	N	9/26/2012	10.99	3	HO	MA	N	N	Y	0	0	0	N	N		296	Koontz, Dean	Chan, Queenie	Chan, Queenie
AUG121068	STK457240	DEC111044		DEAN KOONTZ HOUSE OF ODD GN (O/A)	DEAN KOONTZ HOUSE OF ODD GN		0		0			10.99	DEL REY	 	0345525450	978034552545151099	0	0	0	F	10	8/31/2012	N	9/19/2012	10.99	3	HO	MA	N	N	Y	0	0	0	N	N		296	Koontz, Dean	Chan, Queenie	Chan, Queenie
AUG121069	STK457241	DEC111045		UGLIES SHAYS STORY GN (O/A)	UGLIES SHAYS STORY GN		0		0			10.99	DEL REY	 	0345527224	978034552722651099	0	0	0	F	10	8/31/2012	N	9/26/2012	10.99	3	HO	MA	N	N	Y	0	0	0	N	N		296	Westerfeld, Scott	Cummings, Steven	Cummings, Steven
AUG121070	STK413663	MAR100896		TALISMAN ROAD OF TRIALS HC VOL 01 (MAR100896)	TALISMAN ROAD OF TRIALS HC		127129	1	0	VOL		25	DEL REY COMICS	 	0345517989	978034551798252500	0	0	0	F	5	7/5/2012	N	9/19/2012	25	3	HO	XX	N	N	Y	0	0	0	N	N		296	Furth, Robin	Shasteen, Tony	Carnevale, Massimo
AUG121071	STK474299			HOW TO PUBLISH COMICS UPDATED HC	HOW TO PUBLISH COMICS UPDATED HC		0		0			17.99	DEVILS DUE ENTERTAINMENT	 			0	0	0	F	6	8/31/2012	N	10/31/2012	17.99	4	ED	XX	N	N	N	0	0	0	N	N	(NOTE: Prose guide.)	296	Blaylock, Josh		
AUG121072	STK471106			HENTAI PRINCE AND THE STONY CAT GN VOL 01 (C: 0-1-2)	HENTAI PRINCE AND THE STONY CAT GN		130789	1	0	VOL		12.95	DIGITAL MANGA DISTRIBUTION	 	1569702853	978156970285751295	0	0	0	F	8	8/31/2012	N	10/31/2012	12.95	3	HU	MA	N	N	N	0	1	2	N	N		299	Okomeken,	Sagara, Sou	Sagara, Sou
AUG121073	STK471105			LOVEPHOBIA GN VOL 02 (C: 0-1-2)	LOVEPHOBIA GN		129129	2	0	VOL		12.95	DIGITAL MANGA DISTRIBUTION	 	1569702837	978156970283351295	0	0	0	F	8	8/31/2012	N	10/31/2012	12.95	3	FA	MA	N	N	N	0	1	2	N	N		300	Natsume, Kokoro	Natsume, Kokoro	Natsume, Kokoro
AUG121074	STK471104			HONEY SMILE GN (C: 0-1-2)	HONEY SMILE GN		0		0			12.95	DIGITAL MANGA DISTRIBUTION	 	1569702845	978156970284051295	0	0	0	F	8	8/31/2012	N	10/31/2012	12.95	3	YA	MA	N	N	N	0	1	2	N	N		301	Miyazawa, Yura	Miyazawa, Yura	Miyazawa, Yura
AUG121075	STK395590	SEP090794		ITAZURA NA KISS GN VOL 01 (O/A)	ITAZURA NA KISS GN		125925	1	0	VOL		16.95	DIGITAL MANGA DISTRIBUTION	 	1569701318	978156970131751695	0	0	0	F	7	8/31/2012	N	9/26/2012	16.95	3	HU	MA	N	N	Y	0	0	0	N	N		302	Tada, Kaoru	Tada, Kaoru	Tada, Kaoru
AUG121076	STK409002	JAN100904		ITAZURA NA KISS GN VOL 02 (O/A)	ITAZURA NA KISS GN		125925	2	0	VOL		16.95	DIGITAL MANGA DISTRIBUTION	 	1569701369	978156970136251695	0	0	0	F	7	8/31/2012	N	9/19/2012	16.95	3	HU	MA	N	N	Y	0	0	0	N	N		302	Tada, Kaoru	Tada, Kaoru	Tada, Kaoru
AUG121077	STK418623	MAY100978		ITAZURA NA KISS GN VOL 03 (O/A)	ITAZURA NA KISS GN		125925	3	0	VOL		16.95	DIGITAL MANGA DISTRIBUTION	 	1569701717	978156970171351695	0	0	0	F	7	8/31/2012	N	9/26/2012	16.95	3	HU	MA	N	N	Y	0	0	0	N	N		302	Tada, Kaoru	Tada, Kaoru	Tada, Kaoru
AUG121078	STK424796	SEP100989		ITAZURA NA KISS GN VOL 04 (O/A)	ITAZURA NA KISS GN		125925	4	0	VOL		16.95	DIGITAL MANGA DISTRIBUTION	 	1569701911	978156970191151695	0	0	0	F	7	8/31/2012	N	9/19/2012	16.95	3	HU	MA	N	N	Y	0	0	0	N	N		302	Tada, Kaoru	Tada, Kaoru	Tada, Kaoru
AUG121079	STK474113			FOSTER #4 (MR)	FOSTER		130434	4	0			3.99	DOG YEAR ENTERTAINMENT	71375784300300412			0	0	0	F	10	8/31/2012	N	10/31/2012	3.99	1	HO	XX	Y	N	N	0	0	0	N	N	(NOTE: Item ships with 2 covers in a 50/50 split, 1 by Brian Buccellato and 1 by Rod Reis.)	303	Buccellato, Brian	Tauzon, Noel	Buccellato, Brian
AUG121080	STK474164			PIPPI LONGSTOCKING HC VOL 01 PIPPI MOVES IN (C: 0-0-2)	PIPPI LONGSTOCKING HC	PIPPI MOVES IN	130728	1	0	VOL		14.95	DRAWN & QUARTERLY	 	1770460993	9781770460997	0	0	0	F	7	8/31/2012	N	10/31/2012	14.95	3	HU	XX	N	N	N	0	0	2	N	N		303	Lindgren, Astrid	Vang Nyman, Ingrid	Vang Nyman, Ingrid
AUG121081	STK474165			MOOMIN WINTER FOLLIES TP (C: 0-0-2)	MOOMIN WINTER FOLLIES TP		0		0			9.95	DRAWN & QUARTERLY	 	1770460985	9781770460980	0	0	0	F	10	8/31/2012	N	10/3/2012	9.95	3	HU	XX	N	N	N	0	0	2	N	N		303	Jansson, Tove	Jansson, Tove	Jansson, Tove
AUG121082	STK474167			MOOMIN TURNS JUNGLE TP (C: 0-0-2)	MOOMIN TURNS JUNGLE TP		0		0			9.95	DRAWN & QUARTERLY	 	1770460977	9781770460973	0	0	0	F	10	8/31/2012	N	10/3/2012	9.95	3	HU	XX	N	N	N	0	0	2	N	N		303	Jansson, Tove	Jansson, Tove	Jansson, Tove
AUG121083	STK474184			MOOMIN COMPLETE LARS JANSSON COMIC STRIP HC VOL 07 (C: 0-0-2	MOOMIN COMPLETE LARS JANSSON COMIC STRIP HC		18896	7	0	VOL		19.95	DRAWN & QUARTERLY	 	1770460624	9781770460621	0	0	0	F	20	8/31/2012	N	10/3/2012	19.95	3	HU	YR	N	N	N	0	0	2	N	N		303	Jansson, Lars	Jansson, Lars	Jansson, Lars
AUG121084	STK318429	AUG063270		MOOMIN COMPLETE TOVE JANSSON COMIC STRIP HC VOL 01 (AUG06327	MOOMIN COMPLETE TOVE JANSSON COMIC STRIP HC		18896	1	0	VOL		19.95	DRAWN & QUARTERLY	 	1894937805	978189493780151995	0	0	0	F	20	7/5/2012	N	9/19/2012	19.95	3	HU	YR	N	N	Y	0	0	0	N	N		303	Jansson, Tove	Jansson, Tove	Jansson, Tove
AUG121085	STK349229	AUG073600		MOOMIN COMPLETE TOVE JANSSON COMIC STRIP HC VOL 02 (AUG07360	MOOMIN COMPLETE TOVE JANSSON COMIC STRIP HC		18896	2	0	VOL		19.95	DRAWN & QUARTERLY	 	1897299192	9781897299197	0	0	0	F	20	7/5/2012	N	9/26/2012	19.95	3	HU	YR	N	N	Y	0	0	0	N	N		303	Jansson, Tove	Jansson, Tove	Jansson, Tove
AUG121086	STK377519	AUG084010		MOOMIN COMPLETE TOVE JANSSON COMIC STRIP HC VOL 03 (AUG08401	MOOMIN COMPLETE TOVE JANSSON COMIC STRIP HC		18896	3	0	VOL		19.95	DRAWN & QUARTERLY	 	1897299559	9781897299555	0	0	0	F	20	7/5/2012	N	9/19/2012	19.95	3	HU	YR	N	N	Y	0	0	0	N	N		303	Jansson, Tove	Jansson, Tove	Jansson, Tove
AUG121087	STK393891	APR090803		MOOMIN COMPLETE TOVE JANSSON COMIC STRIP HC VOL 04 (APR09080	MOOMIN COMPLETE TOVE JANSSON COMIC STRIP HC		18896	4	0	VOL		19.95	DRAWN & QUARTERLY	 	1897299788	9781897299784	0	0	0	F	20	7/5/2012	N	9/26/2012	19.95	3	HU	YR	N	N	Y	0	0	0	N	N		303	Jansson, Tove	Jansson, Tove	Jansson, Tove
AUG121088	STK416151	APR100934		MOOMIN COMPLETE TOVE JANSSON COMIC STRIP HC VOL 05 (APR10093	MOOMIN COMPLETE TOVE JANSSON COMIC STRIP HC		18896	5	0	VOL		19.95	DRAWN & QUARTERLY	 	189729994X	9781897299944	0	0	0	F	20	7/5/2012	N	9/19/2012	19.95	3	HU	YR	N	N	Y	0	0	0	N	N		303	Jansson, Tove	Jansson, Tove	Jansson, Tove
AUG121089	STK435042	JAN111175		MOOMIN COMPLETE LARS JANSSON COMIC STRIP HC VOL 06 (JAN11117	MOOMIN COMPLETE LARS JANSSON COMIC STRIP HC		18896	6	0	VOL		19.95	DRAWN & QUARTERLY	 	177046042X	9781770460423	0	0	0	F	20	7/5/2012	N	9/26/2012	19.95	3	HU	YR	N	N	Y	0	0	2	N	N		303	Jansson, Lars	Jansson, Lars	Jansson, Lars
AUG121090	STK402045	AUG090853		BOOK ABOUT MOOMIN MYMBLE & LITTLE MY HC (AUG090853)	BOOK ABOUT MOOMIN MYMBLE & LITTLE MY HC		0		0			16.95	DRAWN & QUARTERLY	 	1897299958	9781897299951	0	0	0	F	20	7/5/2012	N	9/19/2012	16.95	3	HU	YR	N	N	Y	0	0	0	N	N		304	Jansson, Tove	Jansson, Tove	Jansson, Tove
AUG121091	STK423642	JUL100987		WHO WILL COMFORT TOFFLE A TALE OF MOOMIN VALLEY HC (JUL10098	WHO WILL COMFORT TOFFLE A TALE OF MOOMIN VALLEY HC		0		0			16.95	DRAWN & QUARTERLY	 	1770460179	9781770460171	0	0	0	F	20	7/5/2012	N	9/26/2012	16.95	3	HU	XX	N	N	Y	0	0	0	N	N		304	Jansson, Tove	Jansson, Tove	Jansson, Tove
AUG121092	STK460064	JAN121095		ABANDON THE OLD IN TOKYO TP (JAN121095) (MR)	ABANDON THE OLD IN TOKYO TP		0		0			16.95	DRAWN & QUARTERLY	 	1770460772	9781770460775	0	0	0	F	20	7/5/2012	N	9/19/2012	16.95	3	DR	MA	Y	N	Y	0	0	0	N	N		304	Tatsumi, Yoshihiro	Tatsumi, Yoshihiro	Tatsumi, Yoshihiro
AUG121093	STK460067	JAN121096		GOOD BYE TP (JAN121096) (MR)	GOOD BYE TP		0		0			16.95	DRAWN & QUARTERLY	 	1770460780	9781770460782	0	0	0	F	20	7/5/2012	N	9/26/2012	16.95	3	DR	MA	Y	N	Y	0	0	0	N	N		304	Tatsumi, Yoshihiro	Tatsumi, Yoshihiro	Tatsumi, Yoshihiro
AUG121094	STK475344			WATCHMEN TOASTER (Net) (C: 0-1-3)	WATCHMEN TOASTER		0		0			35		725130197252			0	0	0	J	2	8/31/2012	N	10/31/2012	0	7	SH	XX	N	N	N	0	1	3	N	N		307			
AUG121095	STK475351			DF VAMPIRELLA #23 RISQUE RED EXC (C: 0-0-1)	DF VAMPIRELLA	RISQUE RED EXC	128038	23	3			14.99	DYNAMIC FORCES	72513018406102341			0	0	0	H	10	8/31/2012	N	10/31/2012	14.99	1	HO	XX	N	N	N	0	0	1	N	N		307	Jerwa, Brandon	Michael, Hubert Khan	Neves, Fabiano
AUG121096	STK475352			DF VAMPIRELLA #24 RISQUE RED EXC (C: 0-0-1)	DF VAMPIRELLA	RISQUE RED EXC	128038	24	3			14.99	DYNAMIC FORCES	72513018406102441			0	0	0	H	10	8/31/2012	N	10/31/2012	14.99	1	HO	XX	N	N	N	0	0	1	N	N		307	Jerwa, Brandon	Michael, Hubert Khan	Neves, Fabiano
AUG121097	STK475347			DF WARLORD OF MARS #24 RISQUE RED EXC (MR) (C: 0-0-1)	DF WARLORD OF MARS	RISQUE RED EXC	127904	24	3			14.99	DYNAMIC FORCES	72513018404702441			0	0	0	H	10	8/31/2012	N	10/31/2012	14.99	1	FA	XX	Y	N	N	0	0	1	N	N		307	Nelson, Arvid	Oliveira, Leandro	Jusko, Joe
AUG121098	STK475348			DF WARLORD OF MARS #25 RISQUE RED EXC (MR) (C: 0-0-1)	DF WARLORD OF MARS	RISQUE RED EXC	127904	25	3			14.99	DYNAMIC FORCES	72513018404702541			0	0	0	H	10	8/31/2012	N	10/31/2012	14.99	1	FA	XX	Y	N	N	0	0	1	N	N		307	Nelson, Arvid	Oliveira, Leandro	Jusko, Joe
AUG121099	STK475349			DF WARLORD OF MARS DEJAH THORIS #19 RISQUE RED EXC (MR) (C:	DF WARLORD OF MARS DEJAH THORIS	RISQUE RED EXC	128519	19	3			14.99	DYNAMIC FORCES	72513018405401941			0	0	0	H	10	8/31/2012	N	10/31/2012	14.99	1	FA	XX	Y	N	N	0	0	1	N	N		307	Napton, Robert Place	Rafael, Carlos	Renaud, Paul
AUG121100	STK475350			DF WARLORD OF MARS DEJAH THORIS #20 RISQUE RED EXC (MR) (C:	DF WARLORD OF MARS DEJAH THORIS	RISQUE RED EXC	128519	20	3			14.99	DYNAMIC FORCES	72513018405402041			0	0	0	H	10	8/31/2012	N	10/31/2012	14.99	1	FA	XX	Y	N	N	0	0	1	N	N		307	Napton, Robert Place	Rafael, Carlos	Renaud, Paul
AUG121101	STK475346			HIT GIRL SCHOOL GIRL STATUE RED SKIRT VAR (C: 0-1-3)	HIT GIRL SCHOOL GIRL STATUE RED SKIRT VAR		0		0			289.99		725130197269			0	0	0	U	1	8/31/2012	N	11/28/2012	289.99	10	SH	XX	N	N	N	0	1	3	N	N	(NOTE: Advance solicited for November on sale. Introductory price of 289.99 for initial orders only. MSRP returns to 349.99 after initial order deadline.)	307			
AUG121102	STK475353			DF PUNISHER WAR ZONE #1 ROMITA SR SGN (C: 0-1-2)	DF PUNISHER WAR ZONE #1 ROMITA SR SGN		0		0			69.99	DYNAMIC FORCES	 			0	0	0	H	2	8/31/2012	N	10/31/2012	69.99	1	SH	XX	N	N	N	0	1	2	N	N		307			
AUG121103	STK451868	SEP111116		EC ARCHIVES VAULT OF HORROR HC VOL 02 (SEP111116)	EC ARCHIVES VAULT OF HORROR HC		129546	2	0	VOL		49.95	GC PRESS LLC	 	0983948712	978098394871154995	0	0	0	F	3	7/5/2012	N	9/26/2012	49.95	3	HO	XX	N	N	Y	0	0	0	N	N	(NOTE: For every item ordered from the August catalog EC Comics section, retailers will receive 5 free EC Promo books.)	308	Feldstein, Al	Wood, Wally	Craig, Johnny
AUG121104	STK451864	SEP111117		EC ARCHIVES HAUNT OF FEAR HC VOL 01 (SEP111117)	EC ARCHIVES HAUNT OF FEAR HC		129565	1	0	VOL		49.95	GC PRESS LLC	 	0983948704	978098394870454995	0	0	0	F	3	7/5/2012	N	9/19/2012	49.95	3	HO	XX	N	N	Y	0	0	0	N	N	(NOTE: For every item ordered from the August catalog EC Comics section, retailers will receive 5 free EC Promo books.)	308	Various,	Various,	Feldstein, Al
AUG121105	STK354269	OCT073542		EC ARCHIVES CRIME SUSPENSTORIES HC VOL 01 (OCT073542)	EC ARCHIVES CRIME SUSPENSTORIES HC		124165	1	0	VOL		49.95	EC COMICS	 	188847274X	978188847274554995	0	0	0	E	3	7/5/2012	N	9/26/2012	49.95	3	CR	XX	N	N	Y	0	0	0	N	N	(NOTE: For every item ordered from the August catalog EC Comics section, retailers will receive 5 free EC Promo books.)	308	Feldstein, Al	Wood, Wally	Craig, Johnny
AUG121106	STK360829	APR083869		EC ARCHIVES FRONTLINE COMBAT HC VOL 01 (APR083869)	EC ARCHIVES FRONTLINE COMBAT HC		23863	1	0	VOL		49.95	EC COMICS	 	1603600140	978160360014954995	0	0	0	E	3	7/5/2012	N	9/19/2012	49.95	3	WR	XX	N	N	Y	0	0	0	N	N	(NOTE: For every item ordered from the August catalog EC Comics section, retailers will receive 5 free EC Promo books.)	308	Kurtzman, Harvey	Kurtzman, Harvey	Kurtzman, Alex
AUG121107	STK321776	SEP063328		EC ARCHIVES SHOCK SUSPENSTORIES HC VOL 01 (SEP063328)	EC ARCHIVES SHOCK SUSPENSTORIES HC		18976	1	0	VOL		49.95	EC COMICS	 	188847257X	978188847257854995	0	0	0	E	3	7/5/2012	N	9/26/2012	49.95	3	HO	XX	N	N	Y	0	0	0	N	N	(NOTE: For every item ordered from the August catalog EC Comics section, retailers will receive 5 free EC Promo books.)	308	Feldstein, Al	Davis, Jack	Wood, Wally
AUG121108	STK333535	FEB073490		EC ARCHIVES SHOCK SUSPENSTORIES HC VOL 02 (FEB073490)	EC ARCHIVES SHOCK SUSPENSTORIES HC		18976	2	0	VOL		49.95	EC COMICS	 	1888472707	978188847270754995	0	0	0	E	3	7/5/2012	N	9/19/2012	49.95	3	HO	XX	N	N	Y	0	0	0	N	N	(NOTE: For every item ordered from the August catalog EC Comics section, retailers will receive 5 free EC Promo books.)	308	Wood, Wally	Wood, Wally	Feldstein, Al
AUG121109	STK336582	APR073724		EC ARCHIVES TALES FROM THE CRYPT HC VOL 02 (APR073724)	EC ARCHIVES TALES FROM THE CRYPT HC		20946	2	0	VOL		49.95	EC COMICS	 	1888472715	978188847271454995	0	0	0	E	3	7/5/2012	N	9/26/2012	49.95	3	HO	XX	N	N	Y	0	0	0	N	N	(NOTE: For every item ordered from the August catalog EC Comics section, retailers will receive 5 free EC Promo books.)	308	Feldstein, Al	Wood, Wally	Feldstein, Al
AUG121110	STK366428	MAR083734		EC ARCHIVES TALES FROM THE CRYPT HC VOL 03 (MAR083734)	EC ARCHIVES TALES FROM THE CRYPT HC		20946	3	0	VOL		49.95	EC COMICS	 	1603600116	978160360011854995	0	0	0	E	3	7/5/2012	N	9/19/2012	49.95	3	HO	XX	N	N	Y	0	0	0	N	N	(NOTE: For every item ordered from the August catalog EC Comics section, retailers will receive 5 free EC Promo books.)	308	Feldstein, Al	Kamen, Jack	Davis, Jack
